ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %,Topics
813,Largest Sum of Averages,/problems/largest-sum-of-averages,N,49.9%,Medium,0.08%,"Array, Dynamic Programming, Prefix Sum"
1297,Maximum Number of Occurrences of a Substring,/problems/maximum-number-of-occurrences-of-a-substring,N,47.3%,Medium,0.08%,"Hash Table, String, Sliding Window"
1145,Binary Tree Coloring Game,/problems/binary-tree-coloring-game,N,51.2%,Medium,0.07%,"Tree, Depth-First Search, Binary Tree"
846,Hand of Straights,/problems/hand-of-straights,N,54.2%,Medium,0.06%,"Array, Hash Table, Greedy, Sorting"
1105,Filling Bookcase Shelves,/problems/filling-bookcase-shelves,N,58.1%,Medium,0.06%,"Array, Dynamic Programming"
1312,Minimum Insertion Steps to Make a String Palindrome,/problems/minimum-insertion-steps-to-make-a-string-palindrome,N,58.1%,Hard,0.05%,"String, Dynamic Programming"
933,Number of Recent Calls,/problems/number-of-recent-calls,N,71.9%,Easy,0.05%,"Design, Queue, Data Stream"
292,Nim Game,/problems/nim-game,N,54.9%,Easy,0.04%,"Math, Brainteaser, Game Theory"
650,2 Keys Keyboard,/problems/2-keys-keyboard,N,49.2%,Medium,0.04%,"Math, Dynamic Programming"
1123,Lowest Common Ancestor of Deepest Leaves,/problems/lowest-common-ancestor-of-deepest-leaves,N,66.8%,Medium,0.03%,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
147,Insertion Sort List,/problems/insertion-sort-list,N,41.1%,Medium,0.03%,"Linked List, Sorting"
1025,Divisor Game,/problems/divisor-game,N,66.3%,Easy,0.02%,"Math, Dynamic Programming, Brainteaser, Game Theory"
1478,Allocate Mailboxes,/problems/allocate-mailboxes,N,54.9%,Hard,0.00%,"Array, Math, Dynamic Programming, Sorting"
1941,Check if All Characters Have Equal Number of Occurrences,/problems/check-if-all-characters-have-equal-number-of-occurrences,N,76.7%,Easy,57.39%,"Hash Table, String, Counting"
1481,Least Number of Unique Integers after K Removals,/problems/least-number-of-unique-integers-after-k-removals,N,57.0%,Medium,62.70%,"Array, Hash Table, Greedy, Sorting, Counting"
2393,Count Strictly Increasing Subarrays,/problems/count-strictly-increasing-subarrays,Y,74.3%,Medium,0.00%,No Topics Found
1444,Number of Ways of Cutting a Pizza,/problems/number-of-ways-of-cutting-a-pizza,N,58.0%,Hard,100.00%,"Array, Dynamic Programming, Memoization, Matrix"
1824,Minimum Sideway Jumps,/problems/minimum-sideway-jumps,N,49.6%,Medium,79.36%,"Array, Dynamic Programming, Greedy"
440,K-th Smallest in Lexicographical Order,/problems/k-th-smallest-in-lexicographical-order,N,29.1%,Hard,0.63%,Trie
1262,Greatest Sum Divisible by Three,/problems/greatest-sum-divisible-by-three,N,47.6%,Medium,0.32%,"Array, Dynamic Programming, Greedy, Sorting"
1283,Find the Smallest Divisor Given a Threshold,/problems/find-the-smallest-divisor-given-a-threshold,N,47.6%,Medium,0.18%,"Array, Binary Search"
320,Generalized Abbreviation,/problems/generalized-abbreviation,N,52.1%,Medium,0.09%,No Topics Found
780,Reaching Points,/problems/reaching-points,N,32.4%,Hard,100.00%,Math
930,Binary Subarrays With Sum,/problems/binary-subarrays-with-sum,N,43.2%,Medium,0.00%,"Array, Hash Table, Sliding Window, Prefix Sum"
1861,Rotating the Box,/problems/rotating-the-box,N,64.7%,Medium,70.73%,"Array, Two Pointers, Matrix"
1390,Four Divisors,/problems/four-divisors,N,38.1%,Medium,0.00%,"Array, Math"
691,Stickers to Spell Word,/problems/stickers-to-spell-word,N,46.3%,Hard,45.34%,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
809,Expressive Words,/problems/expressive-words,N,46.3%,Medium,49.32%,"Array, Two Pointers, String"
2016,Maximum Difference Between Increasing Elements,/problems/maximum-difference-between-increasing-elements,N,53.5%,Easy,48.54%,Array
1290,Convert Binary Number in a Linked List to Integer,/problems/convert-binary-number-in-a-linked-list-to-integer,N,80.4%,Easy,0.28%,"Linked List, Math"
246,Strobogrammatic Number,/problems/strobogrammatic-number,N,45.0%,Easy,0.19%,No Topics Found
247,Strobogrammatic Number II,/problems/strobogrammatic-number-ii,N,47.6%,Medium,0.10%,No Topics Found
370,Range Addition,/problems/range-addition,Y,70.9%,Medium,65.03%,No Topics Found
910,Smallest Range II,/problems/smallest-range-ii,N,34.6%,Medium,49.16%,"Array, Math, Greedy, Sorting"
2361,Minimum Costs Using the Train Line,/problems/minimum-costs-using-the-train-line,Y,76.9%,Hard,59.48%,No Topics Found
829,Consecutive Numbers Sum,/problems/consecutive-numbers-sum,N,37.5%,Hard,1.73%,"Math, Enumeration"
1515,Best Position for a Service Centre,/problems/best-position-for-a-service-centre,N,35.9%,Hard,0.00%,"Array, Math, Geometry, Randomized"
526,Beautiful Arrangement,/problems/beautiful-arrangement,N,64.6%,Medium,100.00%,No Topics Found
761,Special Binary String,/problems/special-binary-string,N,54.7%,Hard,0.77%,"String, Recursion"
476,Number Complement,/problems/number-complement,N,64.8%,Easy,0.06%,Bit Manipulation
1991,Find the Middle Index in Array,/problems/find-the-middle-index-in-array,N,67.3%,Easy,0.00%,"Array, Prefix Sum"
1787,Make the XOR of All Segments Equal to Zero,/problems/make-the-xor-of-all-segments-equal-to-zero,N,39.6%,Hard,0.00%,"Array, Dynamic Programming, Bit Manipulation"
1835,Find XOR Sum of All Pairs Bitwise AND,/problems/find-xor-sum-of-all-pairs-bitwise-and,N,60.1%,Hard,100.00%,"Array, Math, Bit Manipulation"
1330,Reverse Subarray To Maximize Array Value,/problems/reverse-subarray-to-maximize-array-value,N,35.2%,Hard,0.30%,"Array, Math, Greedy"
1731,The Number of Employees Which Report to Each Employee,/problems/the-number-of-employees-which-report-to-each-employee,Y,50.8%,Easy,0.00%,Database
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,N,47.3%,Medium,100.00%,"Array, Hash Table, String, Sorting"
754,Reach a Number,/problems/reach-a-number,N,42.6%,Medium,100.00%,"Math, Binary Search"
1296,Divide Array in Sets of K Consecutive Numbers,/problems/divide-array-in-sets-of-k-consecutive-numbers,N,53.8%,Medium,0.07%,"Array, Hash Table, Greedy, Sorting"
920,Number of Music Playlists,/problems/number-of-music-playlists,N,46.5%,Hard,2.16%,"Math, Dynamic Programming, Combinatorics"
1112,Highest Grade For Each Student,/problems/highest-grade-for-each-student,N,69.5%,Medium,0.06%,No Topics Found
945,Minimum Increment to Make Array Unique,/problems/minimum-increment-to-make-array-unique,N,46.3%,Medium,0.00%,"Array, Greedy, Sorting, Counting"
1137,N-th Tribonacci Number,/problems/n-th-tribonacci-number,N,55.9%,Easy,0.00%,"Math, Dynamic Programming, Memoization"
1258,Synonymous Sentences,/problems/synonymous-sentences,N,64.4%,Medium,0.67%,No Topics Found
2379,Minimum Recolors to Get K Consecutive Black Blocks,/problems/minimum-recolors-to-get-k-consecutive-black-blocks,N,56.8%,Easy,0.00%,"String, Sliding Window"
614,Second Degree Follower,/problems/second-degree-follower,N,30.3%,Medium,0.30%,No Topics Found
1840,Maximum Building Height,/problems/maximum-building-height,N,35.3%,Hard,100.00%,"Array, Math, Sorting"
885,Spiral Matrix III,/problems/spiral-matrix-iii,N,69.4%,Medium,0.00%,"Array, Matrix, Simulation"
1537,Get the Maximum Score,/problems/get-the-maximum-score,N,39.3%,Hard,61.92%,"Array, Two Pointers, Dynamic Programming, Greedy"
2030,Smallest K-Length Subsequence With Occurrences of a Letter,/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter,N,38.7%,Hard,100.00%,"String, Stack, Greedy, Monotonic Stack"
1239,Maximum Length of a Concatenated String with Unique Characters,/problems/maximum-length-of-a-concatenated-string-with-unique-characters,N,52.2%,Medium,100.00%,"Array, String, Backtracking, Bit Manipulation"
364,Nested List Weight Sum II,/problems/nested-list-weight-sum-ii,N,62.8%,Medium,0.18%,No Topics Found
1374,Generate a String With Characters That Have Odd Counts,/problems/generate-a-string-with-characters-that-have-odd-counts,N,75.4%,Easy,0.06%,String
2301,Match Substring After Replacement,/problems/match-substring-after-replacement,N,39.3%,Hard,0.00%,"Array, Hash Table, String, String Matching"
859,Buddy Strings,/problems/buddy-strings,N,29.1%,Easy,78.40%,No Topics Found
1359,Count All Valid Pickup and Delivery Options,/problems/count-all-valid-pickup-and-delivery-options,N,62.9%,Hard,23.39%,"Math, Dynamic Programming, Combinatorics"
1779,Find Nearest Point That Has the Same X or Y Coordinate,/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,N,67.2%,Easy,29.64%,Array
2065,Maximum Path Quality of a Graph,/problems/maximum-path-quality-of-a-graph,N,57.7%,Hard,43.35%,"Array, Backtracking, Graph"
2444,Count Subarrays With Fixed Bounds,/problems/count-subarrays-with-fixed-bounds,N,43.0%,Hard,24.86%,"Array, Queue, Sliding Window, Monotonic Queue"
1174,Immediate Food Delivery II,/problems/immediate-food-delivery-ii,N,58.5%,Medium,0.13%,Database
1173,Immediate Food Delivery I,/problems/immediate-food-delivery-i,N,80.4%,Easy,0.07%,No Topics Found
379,Design Phone Directory,/problems/design-phone-directory,Y,51.0%,Medium,49.70%,No Topics Found
2296,Design a Text Editor,/problems/design-a-text-editor,N,39.9%,Hard,100.00%,"Linked List, String, Stack, Design, Simulation, Doubly-Linked List"
291,Word Pattern II,/problems/word-pattern-ii,N,43.4%,Hard,3.08%,No Topics Found
928,Minimize Malware Spread II,/problems/minimize-malware-spread-ii,N,40.5%,Hard,1.83%,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Graph"
1178,Number of Valid Words for Each Puzzle,/problems/number-of-valid-words-for-each-puzzle,N,37.8%,Hard,1.08%,"Array, Hash Table, String, Bit Manipulation, Trie"
1001,Grid Illumination,/problems/grid-illumination,N,35.9%,Hard,1.05%,"Array, Hash Table"
1250,Check If It Is a Good Array,/problems/check-if-it-is-a-good-array,N,55.7%,Hard,0.00%,No Topics Found
2227,Encrypt and Decrypt Strings,/problems/encrypt-and-decrypt-strings,N,39.4%,Hard,100.00%,"Array, Hash Table, String, Design, Trie"
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,N,48.0%,Medium,57.71%,"Array, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue"
868,Binary Gap,/problems/binary-gap,N,60.6%,Easy,0.00%,Bit Manipulation
1206,Design Skiplist,/problems/design-skiplist,N,57.3%,Hard,0.00%,"Linked List, Design"
1716,Calculate Money in Leetcode Bank,/problems/calculate-money-in-leetcode-bank,N,65.2%,Easy,0.00%,Math
880,Decoded String at Index,/problems/decoded-string-at-index,N,28.3%,Medium,100.00%,"String, Stack"
1052,Grumpy Bookstore Owner,/problems/grumpy-bookstore-owner,N,57.1%,Medium,55.79%,"Array, Sliding Window"
306,Additive Number,/problems/additive-number,N,30.9%,Medium,100.00%,"String, Backtracking"
728,Self Dividing Numbers,/problems/self-dividing-numbers,N,74.3%,Easy,0.00%,Math
1101,The Earliest Moment When Everyone Become Friends,/problems/the-earliest-moment-when-everyone-become-friends,N,66.3%,Medium,0.00%,No Topics Found
1328,Break a Palindrome,/problems/break-a-palindrome,N,43.3%,Medium,0.00%,"String, Greedy"
1451,Rearrange Words in a Sentence,/problems/rearrange-words-in-a-sentence,N,54.8%,Medium,0.00%,"String, Sorting"
398,Random Pick Index,/problems/random-pick-index,N,62.8%,Medium,24.82%,"Hash Table, Math, Reservoir Sampling, Randomized"
408,Valid Word Abbreviation,/problems/valid-word-abbreviation,Y,34.8%,Easy,93.20%,No Topics Found
643,Maximum Average Subarray I,/problems/maximum-average-subarray-i,N,43.8%,Easy,2.61%,"Array, Sliding Window"
689,Maximum Sum of 3 Non-Overlapping Subarrays,/problems/maximum-sum-of-3-non-overlapping-subarrays,N,48.9%,Hard,25.00%,"Array, Dynamic Programming"
824,Goat Latin,/problems/goat-latin,N,67.8%,Easy,11.52%,String
825,Friends Of Appropriate Ages,/problems/friends-of-appropriate-ages,N,46.4%,Medium,26.77%,"Array, Two Pointers, Binary Search, Sorting"
896,Monotonic Array,/problems/monotonic-array,N,58.3%,Easy,16.29%,Array
1141,User Activity for the Past 30 Days I,/problems/user-activity-for-the-past-30-days-i,N,50.0%,Easy,4.08%,Database
1281,Subtract the Product and Sum of Digits of an Integer,/problems/subtract-the-product-and-sum-of-digits-of-an-integer,N,86.7%,Easy,1.80%,Math
1424,Diagonal Traverse II,/problems/diagonal-traverse-ii,N,50.4%,Medium,20.96%,"Array, Sorting, Heap (Priority Queue)"
1644,Lowest Common Ancestor of a Binary Tree II,/problems/lowest-common-ancestor-of-a-binary-tree-ii,Y,59.3%,Medium,17.33%,No Topics Found
1859,Sorting the Sentence,/problems/sorting-the-sentence,N,84.4%,Easy,4.69%,"String, Sorting"
1891,Cutting Ribbons,/problems/cutting-ribbons,Y,48.1%,Medium,32.78%,No Topics Found
1996,The Number of Weak Characters in the Game,/problems/the-number-of-weak-characters-in-the-game,N,44.0%,Medium,15.08%,"Array, Stack, Greedy, Sorting, Monotonic Stack"
2024,Maximize the Confusion of an Exam,/problems/maximize-the-confusion-of-an-exam,N,59.7%,Medium,19.42%,"String, Binary Search, Sliding Window, Prefix Sum"
2210,Count Hills and Valleys in an Array,/problems/count-hills-and-valleys-in-an-array,N,58.1%,Easy,16.29%,Array
157,Read N Characters Given Read4,/problems/read-n-characters-given-read4,N,34.2%,Easy,4.21%,No Topics Found
360,Sort Transformed Array,/problems/sort-transformed-array,N,48.8%,Medium,2.52%,No Topics Found
597,Friend Requests I: Overall Acceptance Rate,/problems/friend-requests-i-overall-acceptance-rate,N,41.0%,Easy,2.03%,No Topics Found
602,Friend Requests II: Who Has the Most Friends,/problems/friend-requests-ii-who-has-the-most-friends,N,53.4%,Medium,1.72%,Database
477,Total Hamming Distance,/problems/total-hamming-distance,N,50.4%,Medium,1.61%,"Array, Math, Bit Manipulation"
865,Smallest Subtree with all the Deepest Nodes,/problems/smallest-subtree-with-all-the-deepest-nodes,N,60.8%,Medium,1.26%,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
568,Maximum Vacation Days,/problems/maximum-vacation-days,N,40.8%,Hard,1.09%,No Topics Found
616,Add Bold Tag in String,/problems/add-bold-tag-in-string,N,43.1%,Medium,0.99%,No Topics Found
1113,Reported Posts,/problems/reported-posts,N,64.1%,Easy,0.89%,No Topics Found
405,Convert a Number to Hexadecimal,/problems/convert-a-number-to-hexadecimal,N,43.9%,Easy,0.81%,"Math, Bit Manipulation"
639,Decode Ways II,/problems/decode-ways-ii,N,26.6%,Hard,0.80%,"String, Dynamic Programming"
1269,Number of Ways to Stay in the Same Place After Some Steps,/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,N,43.2%,Hard,0.61%,Dynamic Programming
248,Strobogrammatic Number III,/problems/strobogrammatic-number-iii,N,39.6%,Hard,0.51%,No Topics Found
1142,User Activity for the Past 30 Days II,/problems/user-activity-for-the-past-30-days-ii,N,34.5%,Easy,0.47%,No Topics Found
1132,Reported Posts II,/problems/reported-posts-ii,N,34.4%,Medium,0.46%,No Topics Found
1213,Intersection of Three Sorted Arrays,/problems/intersection-of-three-sorted-arrays,N,78.9%,Easy,0.46%,No Topics Found
491,Increasing Subsequences,/problems/increasing-subsequences,N,46.1%,Medium,0.43%,"Array, Hash Table, Backtracking, Bit Manipulation"
1264,Page Recommendations,/problems/page-recommendations,N,67.6%,Medium,0.40%,No Topics Found
478,Generate Random Point in a Circle,/problems/generate-random-point-in-a-circle,N,38.5%,Medium,0.31%,"Math, Geometry, Rejection Sampling, Randomized"
936,Stamping The Sequence,/problems/stamping-the-sequence,N,42.8%,Hard,0.30%,"String, Stack, Greedy, Queue"
641,Design Circular Deque,/problems/design-circular-deque,N,52.7%,Medium,0.30%,"Array, Linked List, Design, Queue"
655,Print Binary Tree,/problems/print-binary-tree,N,55.0%,Medium,0.24%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
750,Number Of Corner Rectangles,/problems/number-of-corner-rectangles,N,66.4%,Medium,0.22%,No Topics Found
1053,Previous Permutation With One Swap,/problems/previous-permutation-with-one-swap,N,48.5%,Medium,0.21%,"Array, Greedy"
578,Get Highest Answer Rate Question,/problems/get-highest-answer-rate-question,N,39.3%,Medium,0.20%,No Topics Found
593,Valid Square,/problems/valid-square,N,43.1%,Medium,0.18%,"Math, Geometry"
676,Implement Magic Dictionary,/problems/implement-magic-dictionary,N,54.5%,Medium,0.15%,"Hash Table, String, Depth-First Search, Design, Trie"
1043,Partition Array for Maximum Sum,/problems/partition-array-for-maximum-sum,N,65.2%,Medium,0.14%,"Array, Dynamic Programming"
848,Shifting Letters,/problems/shifting-letters,N,44.6%,Medium,0.12%,"Array, String, Prefix Sum"
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,N,59.5%,Hard,0.12%,"Array, Binary Search, Heap (Priority Queue), Matrix"
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,N,83.8%,Medium,0.10%,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1077,Project Employees III,/problems/project-employees-iii,N,75.6%,Medium,0.09%,No Topics Found
1241,Number of Comments per Post,/problems/number-of-comments-per-post,N,67.0%,Easy,0.09%,No Topics Found
788,Rotated Digits,/problems/rotated-digits,N,57.1%,Easy,0.09%,"Math, Dynamic Programming"
550,Game Play Analysis IV,/problems/game-play-analysis-iv,N,45.3%,Medium,0.08%,Database
887,Super Egg Drop,/problems/super-egg-drop,N,27.1%,Hard,0.08%,"Math, Binary Search, Dynamic Programming"
1003,Check If Word Is Valid After Substitutions,/problems/check-if-word-is-valid-after-substitutions,N,55.3%,Medium,0.08%,"String, Stack"
1055,Shortest Way to Form String,/problems/shortest-way-to-form-string,N,56.9%,Medium,0.08%,No Topics Found
1287,Element Appearing More Than 25% In Sorted Array,/problems/element-appearing-more-than-25-in-sorted-array,N,60.2%,Easy,0.07%,Array
1445,Apples & Oranges,/problems/apples-oranges,N,87.1%,Medium,0.06%,No Topics Found
1498,Number of Subsequences That Satisfy the Given Sum Condition,/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,N,36.7%,Medium,0.04%,No Topics Found
832,Flipping an Image,/problems/flipping-an-image,N,76.2%,Easy,0.03%,"Array, Two Pointers, Bit Manipulation, Matrix, Simulation"
